,site_no,analyze_start,analyze_end,analyze_range,quantile,valid,missing,threshold,hmf_years,annual_hmf,six_mo_hmf,three_mo_hmf,annual_duration,event_duration,event_hmf,inter_annual,intra_annual,timing,jan_hmf,feb_hmf,mar_hmf,apr_hmf,may_hmf,jun_hmf,jul_hmf,aug_hmf,sep_hmf,oct_hmf,nov_hmf,dec_hmf,dec_lat_va,dec_long_va,data_start,data_end,total_record,State,HCDN_2009
69,11451000,1990-10-01,2020-09-30,30,0.9,True,0.0,672.0,18,0.2461994409015859,0.2405447252099069,0.1181914821424445,60.77777777777778,16.96615961199295,0.08028214140677398,0.6,4.555555555555555,153.5,0.07679177874962863,0.1126716987990732,0.1046905986739738,0.04861533808497821,0.007226739331675462,0.00201781318176144,0.0010153288516896,2.813561878176e-05,0.0,0.0,0.0,0.00722473758804672,38.9240648,-122.5658147,1944-10-01,2020-09-30,76.0,CA,False
70,11189500,1990-10-01,2020-09-30,30,0.9,True,0.06972711508624618,284.0,18,0.06151968579365952,0.0316974250144944,0.004548727623914881,56.55555555555556,16.69259259259259,0.01701046437468381,0.6,3.055555555555555,190.0,0.00536941779881472,0.006543774061009921,0.005646859465758336,0.02295808926108175,0.03618750278573136,0.01242218151409032,0.00158660424173664,0.0,0.0,0.0,0.01368614360566656,0.00519897303576,35.7374516,-118.173689,1911-09-12,2020-09-30,109.1,CA,False
71,11303000,1990-10-01,2020-09-30,30,0.9,True,0.0,1870.0,17,0.1942019710501011,0.1461670581048937,0.08060171178983379,64.11764705882354,24.35918003565062,0.07728922294411404,0.57,3.352941176470588,165.3529411764706,0.0687854714825376,0.0724621308450816,0.06785169514905601,0.04984408360354751,0.05674587321949056,0.02314052704152,0.01284452161776,0.0074253567828384,0.0078168088702368,0.0206368647325344,0.00275239748952,0.0419465377402848,37.72965078,-121.1104934,1940-10-01,2020-09-30,80.0,CA,False
74,11251000,1990-10-01,2020-09-30,30,0.9,True,0.0,1360.0,14,0.6438495585183264,0.3306214815490656,0.1384866612409536,77.64285714285714,46.98452380952381,0.4488945356269843,0.47,2.714285714285714,223.8571428571429,0.312101487182016,0.2287119985013808,0.1022105865952685,0.1667781618360883,0.1915423995151296,0.192409574625408,0.07308410471728129,0.0036209318084352,0.0,0.0,0.0,0.0438304009108896,36.98439397,-119.7243124,1907-10-01,2020-09-30,113.0,CA,False
76,11274000,1990-10-01,2020-09-30,30,0.9,True,0.0,3873.000000000011,13,1.187073185488316,0.8407786721355813,0.4090999896059043,84.3076923076923,38.59615384615385,0.6120437605132201,0.43,2.230769230769231,174.2307692307692,0.2724745069408618,0.3353991387419495,0.2284426305337392,0.4159245709435516,0.3054115302321176,0.2122096716865952,0.1146137459844864,0.0,0.0,0.0,0.0,0.05995578033615709,37.3504928,-120.97715,1912-05-01,2020-09-30,108.4,CA,False
77,11289650,1990-10-01,2020-09-30,30,0.9,True,0.0,3950.0,13,0.5220954576052372,0.3829944639331673,0.175120231656291,84.0,28.33440170940171,0.2020791678379966,0.43,3.846153846153846,179.5384615384615,0.1730992975223904,0.1217144150081664,0.1095331872051648,0.1542185303486016,0.1264906741578816,0.0704246770985184,0.02129988670556544,0.0,0.0,0.0,0.0,0.0475124971079808,37.666321,-120.4421394,1970-10-01,2020-09-30,50.0,CA,False
78,11290000,1990-10-01,2020-09-30,30,0.9,True,0.0,4213.000000000011,13,0.5389922611200441,0.4148014516192372,0.2038388882105312,84.3076923076923,30.2008547008547,0.2379903905573955,0.43,3.692307692307693,177.1538461538462,0.2055641317332216,0.1383810313126075,0.1122660120903143,0.1395321179229407,0.1286384956457524,0.06133411983451995,0.0235054745605006,0.0006777014263084533,0.0,0.0,0.0,0.05703049150803609,37.627153,-120.9843777,1940-04-01,2020-09-30,80.5,CA,False
79,11303500,1990-10-01,2020-09-30,30,0.9,True,0.0,10500.0,12,1.88151853570632,1.39210148581056,0.599084798755968,90.91666666666667,52.56944444444444,1.230578228445636,0.4,2.25,180.1666666666667,0.379871629812864,0.579471418126944,0.3976352510516248,0.642776560385904,0.455644113292872,0.257379747464448,0.08523869203100161,0.0,0.0,0.0,0.0,0.09133882039296,37.6760406,-121.2663293,1923-10-01,2020-09-30,97.0,CA,False
1095,9486800,1992-05-06,2020-09-30,28,0.9,True,0.05311672903166931,0.0,29,0.003148055155917713,6.529994497588568e-05,3.890139483195608e-05,20.3448275862069,1.957949257188608,0.0003818153835351199,1.04,10.20689655172414,303.8275862068966,7.657169815844642e-05,9.195046427952002e-05,1.8838631706048e-05,7.0216718177088e-06,2.9725892886816e-06,0.0007957813174218432,0.001180644867488128,0.001146802578882653,0.0009080807660446234,0.0003087211353022944,0.0001189728911877408,6.06669182949312e-05,31.83897238,-111.4042694,1966-01-11,2020-09-30,54.7,AZ,False
1096,9484600,1990-10-01,2020-09-30,30,0.9,True,0.0,2.82,31,0.003216217703140343,0.0008181301273551472,0.0005868727037632791,35.29032258064516,4.016441488618907,0.0003634135818529963,1.03,8.548387096774194,274.0666666666667,0.001108070375395738,0.0008401173439456225,0.0003039647700244451,0.0002218603636841357,3.64906742721696e-05,0.0002152766288892039,0.001422831494077812,0.0008578031323813474,0.0003970262020179169,0.0004361387897504736,0.0006790164606645841,0.0001874352108168792,32.0359141,-110.6775818,1959-01-01,2020-09-30,61.7,AZ,False
1097,9471000,1990-10-01,2020-09-30,30,0.9,True,0.0,32.0,31,0.01655188068041092,0.003266943895610998,0.002057648956179655,34.90322580645162,7.055168039845459,0.004091459508269956,1.03,6.419354838709677,261.8333333333333,0.004501515511915632,0.001613935985696064,0.00122705549946121,9.78630218496e-06,0.0,0.00082204938353664,0.003843379893933888,0.005690802212293447,0.003393767268966816,0.007592353039408897,0.01044769310762688,0.003295488329274356,31.62594167,-110.1751028,1904-03-29,2020-09-30,116.5,AZ,False
1098,9522650,1990-10-01,2020-09-30,30,0.9,True,0.0,20.2,31,0.000305632530979646,8.842397554862248e-05,1.267483976535949e-05,34.87096774193548,1.533088629948669,1.363648300896646e-05,1.03,22.32258064516129,233.7333333333333,8.997961175616003e-06,1.29446087991971e-05,3.314168874560493e-05,4.616434961732856e-05,6.923808795859202e-05,5.200238505870125e-05,5.391527592640001e-05,1.854692462168862e-05,2.46891384470567e-05,2.965453443338401e-05,9.235822687056002e-06,1.13031790236288e-05,32.75254574,-114.4935597,1969-07-01,2020-09-30,51.2,AZ,False
1101,9512500,1990-10-01,2020-09-30,30,0.9,True,0.0,13.93999999999996,30,0.0147963800159459,0.01288516249968378,0.009410496763704987,36.53333333333333,5.167181984681985,0.002285908087540324,1.0,7.366666666666666,207.2,0.01061380743196476,0.009123384599152268,0.005160254618532117,0.0005517339239113459,0.0001528620401290759,4.182013133706249e-05,0.0006858816236054382,0.0008331935351497635,0.001100599205286494,0.0008173152598546659,0.0007551879689658244,0.002010938304476506,34.3153073,-112.0640455,1940-01-01,2020-09-30,80.7,AZ,False
1102,9512800,1990-10-01,2020-09-30,30,0.9,True,0.0,61.79000000000033,30,0.04912514596193232,0.04510557158056834,0.03346779072998394,36.53333333333333,7.204947089947089,0.01169591552888513,1.0,5.2,187.8333333333333,0.03442529616668132,0.02628432816664816,0.0161181903561759,0.003161727053945559,4.69987162432696e-05,0.0005045083433901496,0.001047059054543141,0.00297058180906234,0.002206135511461477,0.003043305807291702,0.003459286562095119,0.007524599673296074,34.01558948,-112.1679378,1970-01-27,2020-09-30,50.7,AZ,False
1103,9522600,1990-10-01,2020-09-30,30,0.9,True,0.0,88.0,30,0.001282560143353574,0.0003380433432239808,1.39210148581056e-05,36.5,1.816050006599298,5.79976867048893e-05,1.0,19.5,228.5,5.749452533664e-05,3.150645620102401e-05,0.00010489692654504,0.000260913689920128,0.0004868766889535808,0.0002326608979800232,0.000112909461458976,1.7493015155616e-05,9.476402615769601e-05,0.0001107011051106594,4.036849651296e-05,9.541644630335997e-06,32.8031001,-114.4952265,1966-10-01,2020-09-30,54.0,AZ,False
1104,9525500,1990-10-01,2020-09-30,30,0.9,True,0.0,772.0,30,0.005871291995866752,0.00319033451229696,0.0,36.5,4.189647297147298,0.0007039288791062671,1.0,9.133333333333333,180.2333333333333,0.0,0.0,0.00065115155093632,0.002598344782625088,0.001602588535305408,0.0,0.0004648493537856,4.322283465024e-05,0.000183493165968,0.001520096017019116,8.930000743776e-05,0.0,32.73032465,-114.6199524,1938-10-01,2020-09-30,82.0,AZ,False
1105,9489000,1990-10-01,2020-09-30,30,0.9,True,0.0004563292872136193,2.35,30,0.006257644604301606,0.004332559082318208,0.003871170001880174,36.5,3.247315585648919,0.0005081599190099192,1.0,10.43333333333333,222.7666666666667,0.006378214803499098,0.0006320388121551841,0.000292038709255288,0.0001857807141037344,0.0002973567918900096,6.6485690469072e-05,0.0004343510420477568,0.0007062284971776384,0.0006349144898680618,0.001761810856329525,0.0006435129796253222,0.0001804643054417549,33.23226977,-112.169593,1940-01-01,2020-09-30,80.7,AZ,False
1107,9504500,1990-10-01,2020-09-30,30,0.9,True,0.0,115.0,30,0.03432056176265472,0.03360379668012461,0.02019876460472102,36.5,6.599126984126984,0.006213654062723614,1.0,5.1,180.8666666666667,0.01194567694624416,0.01484117192104647,0.01422556032718756,0.00492608576329477,0.00012722192840448,0.0,0.0002673757561248,0.000701433209107008,0.0009260288442518401,0.00120677338818288,0.0018206599689936,0.009411731468830656,34.76446436,-111.8909885,1940-07-01,2020-09-30,80.2,AZ,False
1108,9484000,1990-10-01,2020-09-30,30,0.9,True,0.0,36.0,30,0.008498017054828224,0.006672374226972116,0.004414111600526209,36.46666666666667,5.182265512265513,0.001281553222178167,1.0,6.133333333333334,204.4666666666667,0.003782757489721812,0.002815029823503744,0.003758569158450816,0.001177237784505216,2.495507057164801e-05,0.0,0.001836964199364569,0.0007670459169379899,0.0006084808138895041,0.001094010721256678,0.000566596314314856,0.001929881032469987,32.3147222,-110.8109167,1932-06-27,2020-09-30,88.3,AZ,False
1109,9525000,1990-10-01,2020-09-30,30,0.9,True,0.0,653.0,30,0.01380145886641267,0.009458379509245633,0.007400727922339584,36.43333333333333,4.329895752395752,0.001667537099533348,1.0,8.1,184.7,0.0057066374616048,0.00277655742303912,0.0019477459765344,0.0012416370897168,0.00078453522516096,0.00398411235618816,0.00147528505438272,0.00228158460784044,0.002632327089635299,0.0008077776928502399,0.001934211120003739,0.00412574189614272,32.7333801,-114.623008,1930-10-01,2020-09-30,90.0,AZ,False
1111,9504000,1990-10-01,2020-09-30,30,0.9,True,0.0,110.0,30,0.05709214521180173,0.05394250540609057,0.03582887558691168,36.26666666666667,6.045334295334296,0.009293250746501896,1.0,5.633333333333334,221.8666666666667,0.0298936580671296,0.03656116623009564,0.02284856902633536,0.0077846975661924,0.00105936721152192,7.502831675136e-05,0.00052671276402624,0.00116140979992968,0.002036065923007731,0.00240895944721656,0.01207996675956,0.01189606583100096,34.8522416,-112.065994,1915-06-18,2020-09-30,105.3,AZ,False
1112,9497800,1990-10-01,2020-09-30,30,0.9,True,0.0,60.0,30,0.01228210283119035,0.01047528232453665,0.007075105027638682,36.16666666666666,4.85554834054834,0.001585139490254992,1.0,7.033333333333333,209.6666666666667,0.009888153124949972,0.006537756650202143,0.005031713618122345,0.00182077647259104,0.00029603564109504,0.000297992901532032,0.0004098870341393184,0.0009376218483786389,0.0007879318875443232,0.000360004181723269,0.0003720752090721792,0.00242700294187008,33.8431053,-110.5576092,1959-05-15,2020-09-30,61.4,AZ,False
1113,9486500,1990-10-01,2020-09-30,30,0.9,True,0.0,78.0,30,0.02379083497696241,0.01169704506556616,0.010437311472059,36.1,2.895177381404562,0.002327979153500133,1.0,13.03333333333333,245.7333333333333,0.0105312621971942,0.002983146262163626,0.0007938849815131596,0.0008129970540155521,1.957260436991993e-06,0.00078045759925056,0.005662990553859879,0.003864750537157632,0.002679282520311213,0.003658253206313297,0.001386998628242688,0.001451243372015002,32.3511849,-111.0945447,1939-10-01,2020-09-30,81.0,AZ,False
1114,9480500,1990-10-01,2020-09-30,30,0.9,True,0.0,15.0,30,0.008167867995366777,0.004654259300893306,0.003011644789651411,36.0,8.278893421393422,0.0018698500249372,1.0,5.233333333333333,267.6896551724138,0.005744505014226048,0.003148956803371176,0.002940722642191824,0.00147365400401856,0.0,0.0,0.0008704693377563172,0.001724750661819331,0.001359776106405864,0.006208063119806689,0.005636910058536961,0.002242857355756416,31.3445443,-110.851474,1913-01-01,2020-09-30,107.7,AZ,False
1116,9522500,1990-10-01,2020-09-30,30,0.9,True,0.0,1690.0,30,0.0110014347062592,0.00168079740026688,0.0,35.53333333333333,2.21812455340908,0.0006554644879919958,1.0,15.53333333333333,249.2333333333333,0.0,0.0,0.00093703843420992,0.0015205013950336,0.003169580802490924,0.00285760023800832,0.00261946688484096,0.0006997206062246401,0.0006308669801376001,0.0001406780939088,0.0,0.0,32.87615405,-114.455781,1943-08-16,2020-09-30,77.1,AZ,False
1117,9503700,1990-10-01,2020-09-30,30,0.9,True,0.0,28.0,30,0.01475291578584177,0.01295983687850611,0.01081196374070655,34.76666666666667,5.977270463741052,0.002522500515796175,1.0,4.733333333333333,221.8333333333333,0.01324174762344753,0.01496482592677934,0.003611879478914112,0.000272854337794416,6.5078909529984e-05,7.33972663872e-06,0.0003872261841821673,0.000507268313613504,0.001564916069100265,0.001194393715918906,0.001947841121138976,0.001766217837909888,34.89502016,-112.3429468,1963-07-17,2020-09-30,57.2,AZ,False
1118,9482000,1991-10-01,2020-09-30,29,0.9,True,0.03322077210915397,0.0,29,0.008664865351829972,0.004865560469492334,0.004273973440531062,34.72413793103448,3.45590348348969,0.000953557640182209,1.0,9.89655172413793,274.4827586206897,0.01392125951566022,0.0008531523489451968,0.0004972035678306625,0.0005346207952132723,5.59409498647776e-05,8.44843312375776e-05,0.001339938456351768,0.0011568193774091,0.0008977180506609693,0.00356863625613432,0.002200498977799181,0.001100514534583766,31.8714728,-110.9800905,1940-05-01,2020-09-30,80.4,AZ,False
1119,9429155,1990-10-01,2020-09-30,30,0.9,True,0.03322077210915397,44.0,30,0.0006886049979928897,0.0002065643733690432,8.73182812453056e-05,34.7,1.376386048674444,2.682787767114978e-05,1.0,22.86666666666667,211.3448275862069,2.7646303672512e-05,2.930134007143906e-05,8.12982662394692e-05,7.265217292539055e-05,0.000136284451990344,0.000133058758636224,0.0001184921020235782,0.000101594049557616,0.000101716378334928,6.270223614220801e-05,3.979762888550401e-05,8.1272909574144e-05,33.57474765,-114.5463436,1968-01-01,2020-09-30,52.7,AZ,False
1120,9468500,1990-10-01,2020-09-30,30,0.9,True,0.0,52.03000000000011,29,0.04205402845873223,0.03863417563256205,0.03103528577716907,37.79310344827586,7.363472160023884,0.00764798062673548,0.97,5.0,180.7931034482759,0.03422670500826208,0.01434009007109239,0.01193610092163065,0.002343476852721443,0.0,4.641153811217254e-05,0.003860650338675227,0.003019987102560849,0.001399590231141641,0.001120604997444306,0.001346697121298255,0.007266754186814009,33.29644678,-110.4514876,1914-04-01,2020-09-30,106.5,AZ,False
1121,9496500,1990-10-01,2020-09-30,30,0.9,True,0.0,40.03000000000011,29,0.01766217645076347,0.01623504843959815,0.01131055502707734,37.79310344827586,7.597359058565955,0.003664703172487207,0.97,5.482758620689655,217.7586206896552,0.01191331826622786,0.009636402132292237,0.007701291647077944,0.001495322508106423,0.0002304021744412411,2.671660496494054e-05,0.0005822449451325442,0.001450868230431244,0.0005956244626756956,5.40902902194429e-05,0.0003240462126822138,0.004500027178458334,33.9858809,-110.2809417,1951-06-22,2020-09-30,69.3,AZ,False
1122,9505200,1990-10-01,2020-09-30,30,0.9,True,0.0,36.32000000000044,29,0.01593077374443943,0.01538317783109303,0.007813238557232751,37.79310344827586,7.993227844951982,0.003261850307306838,0.97,4.931034482758621,177.1034482758621,0.005230571278520723,0.00557228131890747,0.00734829373075773,0.003234821410979416,0.0003426184394954464,1.702816580182825e-05,0.0003540194815409253,0.000878120001905365,0.0006478741752918885,0.0003941188547437984,0.0008702664944019352,0.003277322505843518,34.67474409,-111.672094,1961-10-01,2020-09-30,59.0,AZ,False
1123,9506000,1990-10-01,2020-09-30,30,0.9,True,0.0,513.9000000000033,29,0.1537136677673188,0.1498197993655321,0.09084012674411795,37.79310344827586,11.96885604816639,0.06176506180052552,0.97,3.96551724137931,190.3793103448276,0.06490997348851606,0.0745878380084321,0.06196374871066637,0.02234737690489009,7.731178726117599e-05,0.0,0.0009669682083922373,0.005842238911255128,0.006219103291959059,0.003343979456600808,0.009855784930473184,0.03617471651591226,34.4483605,-111.7898705,1934-04-01,2020-09-30,86.5,AZ,False
