,datetime,00060_Mean,site_no
15820,1992-01-24 00:00:00+00:00,0.0,11447650
15821,1992-01-25 00:00:00+00:00,0.0,11447650
15822,1992-01-26 00:00:00+00:00,0.0,11447650
15823,1992-01-27 00:00:00+00:00,0.0,11447650
15824,1992-01-28 00:00:00+00:00,0.0,11447650
15825,1992-01-29 00:00:00+00:00,0.0,11447650
15826,1992-01-30 00:00:00+00:00,0.0,11447650
15827,1992-01-31 00:00:00+00:00,0.0,11447650
15828,1992-02-01 00:00:00+00:00,0.0,11447650
15829,1992-02-02 00:00:00+00:00,0.0,11447650
15830,1992-02-03 00:00:00+00:00,0.0,11447650
15831,1992-02-04 00:00:00+00:00,0.0,11447650
15832,1992-02-05 00:00:00+00:00,0.0,11447650
15833,1992-02-06 00:00:00+00:00,0.0,11447650
15834,1992-02-07 00:00:00+00:00,0.0,11447650
15835,1992-02-08 00:00:00+00:00,0.0,11447650
