,Parameter Code,Count
3191,p01247,7
3192,p52274,7
3193,p52275,7
3194,p52276,7
3195,p52277,7
3196,p52278,7
3197,p52279,7
3198,p52280,7
3199,p52281,7
3200,p52282,7
3201,p52283,7
3202,p52284,7
3203,p52285,7
3204,p52286,7
3205,p52287,7
3206,p52527,7
3207,p52528,7
3208,p68079,7
3209,p68080,7
3210,p71883,20
3211,p71885,15
3212,p80107,9
3213,p82322,7
3214,p82330,7
3215,p82364,7
3216,p00100,2
3217,p63510,22
3218,p65170,60
3219,p65171,62
3220,p65172,64
3221,p65173,58
3222,p65174,62
3223,p65175,60
3224,p65176,62
3225,p65177,64
3226,p65178,62
3227,p65179,62
3228,p66700,12
3229,p99807,29
3230,p99838,12
3231,p70330,8
3232,p01355,130
3233,p00421,17
3234,p29805,4
3235,p29808,4
3236,p00201,1
3237,p01032,61
3238,p99939,4
3239,p99940,4
3240,p52139,4
3241,p52658,5
3242,p90571,41
3243,p91621,19
3244,p99777,41
3245,p99780,41
3246,p99864,59
3247,p53573,4
3248,p51186,1
3249,p92398,1
3250,p00072,2
3251,p82084,5
3252,p01125,13
3253,p50576,8
3254,p50580,13
3255,p62843,8
3256,p82319,8
3257,p82334,8
3258,p82584,39
3259,p82586,40
3260,p82587,40
3261,p82613,41
3262,p99205,3
3263,p80082,48
3264,p30211,18
3265,p72020,18
3266,p31503,3
3267,p00435,20
3268,p99620,11
3269,p53445,3
3270,p53446,3
3271,p91142,5
3272,p00324,5
3273,p00902,29
3274,p71825,16
3275,p99157,47
3276,p01088,10
3277,p01133,1
3278,p22707,1
3279,p82170,4
3280,p82311,1
3281,p82313,1
3282,p82317,1
3283,p82321,1
3284,p49416,11
3285,p00413,4
3286,p07144,3
3287,p00409,55
3288,p32209,66
3289,p01371,44
3290,p01373,39
3291,p62886,16
3292,p62887,17
3293,p62888,17
3294,p81614,83
3295,p01315,75
3296,p01482,55
3297,p01487,55
3298,p01488,53
3299,p04129,58
3300,p04130,58
3301,p04131,58
3302,p04132,58
3303,p04133,52
3304,p04134,53
3305,p04135,53
3306,p04136,58
3307,p30331,53
3308,p52700,54
3309,p52709,56
3310,p61033,52
3311,p61045,57
3312,p61049,52
3313,p61050,52
3314,p61051,57
3315,p61052,57
3316,p61053,57
3317,p61054,57
3318,p61713,52
3319,p62343,39
3320,p63507,57
3321,p63508,57
3322,p63511,57
3323,p63512,57
3324,p63745,70
3325,p72140,42
3326,p72141,36
3327,p72146,42
3328,p85822,60
3329,p91104,42
3330,p91105,33
3331,p91106,39
3332,p99104,28
3333,p99107,12
3334,p31649,132
3335,p52686,6
3336,p52687,6
3337,p52688,6
3338,p52689,6
3339,p52690,6
3340,p52691,6
3341,p52692,6
3342,p52693,6
3343,p52694,6
3344,p52695,6
3345,p52696,6
3346,p52836,6
3347,p63686,6
3348,p68287,19
3349,p38401,182
3350,p49423,18
3351,p99860,52
3352,p47462,25
3353,p99440,49
3354,p63681,3
3355,p49420,10
3356,p31691,3
3357,p50017,1
3358,p53961,142
3359,p53962,142
3360,p54091,133
3361,p54092,133
3362,p54093,133
3363,p54094,133
3364,p54095,133
3365,p54096,133
3366,p54097,133
3367,p54098,92
3368,p54100,92
3369,p54101,92
3370,p54103,92
3371,p54104,133
3372,p54105,133
3373,p54106,133
3374,p54107,133
3375,p54108,92
3376,p54109,133
3377,p54110,133
3378,p54111,133
3379,p54112,133
3380,p54113,142
3381,p54114,133
3382,p54115,133
3383,p54116,142
3384,p54117,142
3385,p54118,133
3386,p54119,133
3387,p54120,133
3388,p54121,133
3389,p54122,133
3390,p54123,133
3391,p54124,92
3392,p54125,92
3393,p54126,92
3394,p54127,92
3395,p54128,92
3396,p54129,92
3397,p54130,92
3398,p54131,92
3399,p54132,92
3400,p54133,92
3401,p54134,92
3402,p54135,92
3403,p54136,92
3404,p54137,92
3405,p54138,92
3406,p54139,92
3407,p54140,92
3408,p54141,92
3409,p54142,92
3410,p72188,6
3411,p99445,44
3412,p47463,22
3413,p80087,10
3414,p63763,11
3415,p63764,11
3416,p63765,12
3417,p63766,12
3418,p80015,2
3419,p00515,99
3420,p31686,25
3421,p31687,8
3422,p82550,66
3423,p99220,144
3424,p62000,58
3425,p62003,58
3426,p62004,58
3427,p62008,58
3428,p62020,58
3429,p62021,60
3430,p62024,58
3431,p62030,58
3432,p62796,58
3433,p62801,57
3434,p00440,89
3435,p00449,13
3436,p00667,13
3437,p72015,5
3438,p99137,3
3439,p50281,8
3440,p50282,8
3441,p50283,8
3442,p49457,11
3443,p51290,1
3444,p99133,42
3445,p99169,7
3446,p99170,6
3447,p90504,9
3448,p90567,38
3449,p99776,34
3450,p99779,34
3451,p99806,67
3452,p00134,3
3453,p99816,14
3454,p00480,13
3455,p01335,48
3456,p04055,1
3457,p04058,1
3458,p04059,1
3459,p71886,7
3460,p72106,17
3461,p96014,2
3462,p96063,1
3463,p96202,2
3464,p96205,2
3465,p96225,1
3466,p96294,1
3467,p96313,1
3468,p96413,1
3469,p96430,1
3470,p96778,1
3471,p96910,1
3472,p96992,1
3473,p97025,1
3474,p97362,1
3475,p97394,1
3476,p97579,1
3477,p98082,2
3478,p98136,2
3479,p98165,2
3480,p62885,1
3481,p99588,5
3482,p00200,2
3483,p04443,1
3484,p30191,1
3485,p30200,1
3486,p38926,1
3487,p39941,8
3488,p49701,9
3489,p62200,1
3490,p70299,12
3491,p77903,1
3492,p90034,1
3493,p83107,1
3494,p82339,1
3495,p99061,4
3496,p99065,4
3497,p00024,7
3498,p49491,16
3499,p63741,12
3500,p84015,10
3501,p72004,3
3502,p95902,88
3503,p90860,2
3504,p80285,1
3505,p01102,7
3506,p99109,7
3507,p99110,8
3508,p62856,44
3509,p72122,33
3510,p72123,58
3511,p82309,4
3512,p84145,32
3513,p00906,26
3514,p00907,31
3515,p72395,8
3516,p99991,16
3517,p62614,1
3518,p81799,13
3519,p00505,41
3520,p31504,10
3521,p50060,10
3522,p00081,5
3523,p00315,11
3524,p31713,2
3525,p31714,2
3526,p31785,2
3527,p31786,2
3528,p31800,2
3529,p31898,7
3530,p99332,4
3531,p99335,4
3532,p31694,3
3533,p67589,1
3534,p81887,9
3535,p99108,11
3536,p99234,13
3537,p30315,5
3538,p29810,1
3539,p34797,12
3540,p62464,8
3541,p00909,4
3542,p00998,8
3543,p01104,12
3544,p30195,12
3545,p30196,12
3546,p30204,4
3547,p30343,12
3548,p34391,6
3549,p39810,3
3550,p52138,2
3551,p63689,18
3552,p63691,4
3553,p64172,2
3554,p64173,2
3555,p65195,2
3556,p77152,12
3557,p77687,12
3558,p77770,10
3559,p77951,2
3560,p78008,2
3561,p78300,12
3562,p81302,12
3563,p81554,2
3564,p81649,4
3565,p81650,5
3566,p82032,11
3567,p82033,11
3568,p82034,11
3569,p82035,11
3570,p90476,2
3571,p90477,6
3572,p91738,4
3573,p99201,7
3574,p34561,29
3575,p99801,42
3576,p80157,209
3577,p38888,101
3578,p52883,10
3579,p62733,10
3580,p68192,10
3581,p54244,23
3582,p54245,23
3583,p54246,23
3584,p54247,23
3585,p54248,23
3586,p54249,23
3587,p54250,23
3588,p54251,23
3589,p54252,23
3590,p54253,23
3591,p54254,23
3592,p54255,23
3593,p54256,23
3594,p54257,23
3595,p54258,23
3596,p54259,23
3597,p54260,23
3598,p54261,23
3599,p54262,23
3600,p54263,23
3601,p54264,23
3602,p54265,23
3603,p54266,23
3604,p54267,23
3605,p54268,23
3606,p54269,23
3607,p54270,23
3608,p54271,23
3609,p54272,23
3610,p54273,23
3611,p54274,23
3612,p54275,23
3613,p54278,23
3614,p54280,23
3615,p90274,23
3616,p90275,23
3617,p90276,23
3618,p90277,23
3619,p90278,23
3620,p90279,23
3621,p90280,23
3622,p90281,23
3623,p90282,23
3624,p90283,23
3625,p90284,23
3626,p90285,23
3627,p90286,23
3628,p90287,23
3629,p90288,23
3630,p90289,23
3631,p90290,23
3632,p90291,23
3633,p99010,23
3634,p72213,1
3635,p99960,33
3636,p50380,1
3637,p62852,7
3638,p63684,4
3639,p62674,16
3640,p80020,1
3641,p34761,6
3642,p50010,10
3643,p90900,15
3644,p99811,28
3645,p00051,3
3646,p65231,1
3647,p49417,10
3648,p49453,8
3649,p49489,4
3650,p50278,19
3651,p63527,1
3652,p63529,1
3653,p63530,1
3654,p63531,1
3655,p63533,1
3656,p63535,1
3657,p63537,1
3658,p63538,1
3659,p63539,1
3660,p63544,1
3661,p63547,1
3662,p63548,1
3663,p63556,1
3664,p63558,1
3665,p63559,1
3666,p63564,1
3667,p63565,1
3668,p63567,1
3669,p63573,1
3670,p63574,1
3671,p63575,1
3672,p63576,1
3673,p63577,1
3674,p63578,1
3675,p63579,1
3676,p63580,1
3677,p63581,1
3678,p63582,1
3679,p63583,1
3680,p63584,1
3681,p63585,1
3682,p63586,1
3683,p63587,1
3684,p63588,1
3685,p63589,1
3686,p63590,1
3687,p63591,1
3688,p63592,1
3689,p66498,1
3690,p66500,1
3691,p66501,1
3692,p66502,1
3693,p66503,1
3694,p66504,1
3695,p66505,1
3696,p66506,1
3697,p66507,1
3698,p66508,1
3699,p66509,1
3700,p66512,1
3701,p66513,1
3702,p66514,1
3703,p66515,1
3704,p66573,1
3705,p66701,1
3706,p52885,3
3707,p90359,34
3708,p90360,34
3709,p90361,34
3710,p90362,34
3711,p90363,34
3712,p90364,34
3713,p90365,34
3714,p90366,34
3715,p90367,34
3716,p90368,34
3717,p90369,34
3718,p90370,34
3719,p90371,34
3720,p90372,34
3721,p90373,34
3722,p90374,34
3723,p90375,34
3724,p90376,34
3725,p90377,34
3726,p90378,34
3727,p90379,34
3728,p93024,1
3729,p39356,5
3730,p49259,7
3731,p81360,4
3732,p81408,6
3733,p38887,3
3734,p39025,3
3735,p01101,1
3736,p01515,1
3737,p69046,25
3738,p82075,5
3739,p91163,22
3740,p00445,82
3741,p34757,50
3742,p00416,22
3743,p34756,50
3744,p99124,18
3745,p52685,2
3746,p53942,3
3747,p53943,3
3748,p53944,3
3749,p67325,3
3750,p67326,3
3751,p72273,3
3752,p32223,55
3753,p32226,16
3754,p92213,27
3755,p80220,16
3756,p80221,4
3757,p80223,6
3758,p99431,8
3759,p32224,23
3760,p63792,24
3761,p72142,6
3762,p72143,6
3763,p50368,1
3764,p80029,1
3765,p13503,8
3766,p76003,5
3767,p90593,13
3768,p99946,16
3769,p07001,3
3770,p28401,2
3771,p28402,2
3772,p49469,2
3773,p49470,2
3774,p49471,2
3775,p80049,2
3776,p65243,1
3777,p90908,14
3778,p49418,5
3779,p97300,1
3780,p97400,1
3781,p69167,16
3782,p69633,11
3783,p80292,1
3784,p00653,2
3785,p00918,9
3786,p01009,7
3787,p01047,3
3788,p01074,12
3789,p01084,2
3790,p01134,2
3791,p51184,1
3792,p63719,6
3793,p99034,1
3794,p69304,4
3795,p00598,1
3796,p00047,3
3797,p00619,88
3798,p70508,58
3799,p72147,40
3800,p72322,38
3801,p69364,2
3802,p69368,2
3803,p69370,2
3804,p39362,13
3805,p80282,85
3806,p80294,84
3807,p32210,21
3808,p29852,2
3809,p30240,8
3810,p30277,8
3811,p30294,8
3812,p30304,8
3813,p30334,5
3814,p82130,4
3815,p32242,13
3816,p80283,67
3817,p80293,68
3818,p32285,1
3819,p32318,29
3820,p30201,2
3821,p30202,2
3822,p45617,13
3823,p84178,45
3824,p53515,3
3825,p53517,3
3826,p53518,3
3827,p53519,3
3828,p53520,3
3829,p53521,3
3830,p53522,3
3831,p53523,3
3832,p53524,3
3833,p53525,3
3834,p53526,3
3835,p53527,3
3836,p53528,3
3837,p53529,3
3838,p53530,3
3839,p53531,3
3840,p53532,3
3841,p53533,3
3842,p53534,3
3843,p64507,16
3844,p64508,15
3845,p64509,16
3846,p64510,16
3847,p64513,16
3848,p64516,16
3849,p64517,16
3850,p64518,16
3851,p64519,16
3852,p64520,16
3853,p64521,16
3854,p64526,3
3855,p72119,1
3856,p00721,5
3857,p49448,5
3858,p62038,8
3859,p62039,8
3860,p62040,8
3861,p62041,8
3862,p62043,8
3863,p62044,8
3864,p62045,8
3865,p62048,8
3866,p62049,8
3867,p62050,8
3868,p62051,8
3869,p81412,8
3870,p82408,8
3871,p99136,1
3872,p00302,2
3873,p32319,27
3874,p32320,22
3875,p50001,1
3876,p72195,18
3877,p89007,7
3878,p89009,7
3879,p00685,2
3880,p00690,1
3881,p32000,18
3882,p34254,7
3883,p34256,7
3884,p34363,7
3885,p34402,10
3886,p39332,12
3887,p39342,12
3888,p39367,12
3889,p39372,12
3890,p39382,12
3891,p39392,12
3892,p39402,12
3893,p39412,12
3894,p39422,15
3895,p39506,7
3896,p39510,7
3897,p39757,12
3898,p52770,23
3899,p62956,7
3900,p62957,7
3901,p62958,7
3902,p62959,7
3903,p63752,23
3904,p68083,23
3905,p68085,23
3906,p68086,23
3907,p68088,23
3908,p68089,23
3909,p68091,23
3910,p68092,23
3911,p82351,10
3912,p99990,7
3913,p99992,7
3914,p99993,7
3915,p63039,5
3916,p80111,5
3917,p00053,1
3918,p72200,1
3919,p99208,18
3920,p32213,21
3921,p32217,34
3922,p32322,14
3923,p63688,17
3924,p68288,20
3925,p68289,20
3926,p68290,15
3927,p68291,15
3928,p68292,15
3929,p89012,8
3930,p95202,8
3931,p61747,4
3932,p00901,8
3933,p29806,8
3934,p29809,8
3935,p51285,5
3936,p51286,5
3937,p80083,10
3938,p00550,2
3939,p49282,16
3940,p65210,4
3941,p91132,2
3942,p01382,9
3943,p01383,9
3944,p01384,8
3945,p01385,19
3946,p01386,9
3947,p01387,9
3948,p01388,11
3949,p01389,9
3950,p01390,9
3951,p01391,9
3952,p01392,9
3953,p01393,9
3954,p01394,8
3955,p01395,20
3956,p01396,9
3957,p01397,8
3958,p01398,9
3959,p01468,9
3960,p01469,9
3961,p01474,9
3962,p01475,9
3963,p01476,9
3964,p01477,9
3965,p32241,10
3966,p32243,9
3967,p34972,12
3968,p35052,11
3969,p35053,11
3970,p35054,11
3971,p35055,11
3972,p63164,14
3973,p63169,7
3974,p63190,7
3975,p63204,14
3976,p63205,14
3977,p63207,14
3978,p63216,7
3979,p63217,7
3980,p63223,7
3981,p63228,7
3982,p65230,7
3983,p04063,1
3984,p04074,1
3985,p04079,1
3986,p30321,2
3987,p34793,5
3988,p34798,4
3989,p34803,5
3990,p34808,5
3991,p34813,5
3992,p34828,5
3993,p34843,5
3994,p34848,5
3995,p34853,5
3996,p34883,5
3997,p34898,5
3998,p34908,5
3999,p34918,5
4000,p34928,5
4001,p34938,5
4002,p34953,2
4003,p34958,5
4004,p34968,5
4005,p34973,4
4006,p34988,3
4007,p34993,5
4008,p35008,5
4009,p35023,5
4010,p62002,2
4011,p62011,2
4012,p62013,2
4013,p62019,2
4014,p62799,2
4015,p03922,4
4016,p03941,4
4017,p62471,4
4018,p62472,4
4019,p62473,4
4020,p62474,4
4021,p62478,4
4022,p62479,4
4023,p62480,4
4024,p22020,4
4025,p22021,4
4026,p22022,4
4027,p22023,4
4028,p50469,6
4029,p63001,5
4030,p63002,4
4031,p00446,6
4032,p31695,2
4033,p31696,2
4034,p31697,2
4035,p31698,2
4036,p31699,2
4037,p31700,2
4038,p62658,2
4039,p62777,2
4040,p71871,2
4041,p71875,5
4042,p71901,4
4043,p01428,2
4044,p01470,2
4045,p01473,2
4046,p03934,1
4047,p22024,1
4048,p22025,1
4049,p22026,1
4050,p22027,1
4051,p29800,3
4052,p46311,14
4053,p49978,3
4054,p62917,1
4055,p62918,1
4056,p32314,1
4057,p63685,2
4058,p64048,2
4059,p65209,1
4060,p99595,1
4061,p99596,1
4062,p68201,7
4063,p90735,8
4064,p04124,1
4065,p68205,4
4066,p34634,1
4067,p39121,1
4068,p50086,3
4069,p04026,16
4070,p04027,16
4071,p04030,16
4072,p04034,16
4073,p90505,9
4074,p90670,9
4075,p69056,1
4076,p69063,1
4077,p69075,5
4078,p80177,1
4079,p80218,1
4080,p80219,1
4081,p80239,2
4082,p49892,5
4083,p90730,1
4084,p00135,7
4085,p54220,7
4086,p54221,7
4087,p54222,7
4088,p54223,9
4089,p54224,7
4090,p54225,7
4091,p54226,9
4092,p54227,9
4093,p54228,7
4094,p54229,9
4095,p54230,9
4096,p54231,7
4097,p54232,9
4098,p54233,7
4099,p54234,7
4100,p54235,7
4101,p54236,9
4102,p54237,9
4103,p54238,9
4104,p71831,3
4105,p82903,6
4106,p99615,15
4107,p01079,7
4108,p01118,12
4109,p69309,6
4110,p99889,10
4111,p49567,1
4112,p53545,3
4113,p53546,3
4114,p53547,3
4115,p53548,3
4116,p53549,3
4117,p53550,3
4118,p53551,3
4119,p53552,3
4120,p53553,3
4121,p53554,3
4122,p53555,3
4123,p53556,3
4124,p53557,3
4125,p53558,3
4126,p74200,3
4127,p29402,1
4128,p00621,4
4129,p52150,7
4130,p53516,2
4131,p53535,2
4132,p53536,2
4133,p53537,2
4134,p53538,2
4135,p53539,2
4136,p53540,2
4137,p53541,2
4138,p53542,2
4139,p53543,2
4140,p53544,2
4141,p64523,15
4142,p72016,1
4143,p52775,1
4144,p91051,1
4145,p91052,1
4146,p91053,1
4147,p91054,1
4148,p00124,1
4149,p49287,55
4150,p49288,55
4151,p30299,5
4152,p30307,2
4153,p00451,77
4154,p19002,4
4155,p19003,4
4156,p19004,4
4157,p19005,4
4158,p19006,4
4159,p19007,4
4160,p19008,4
4161,p19009,4
4162,p19010,4
4163,p19011,4
4164,p19012,4
4165,p19013,4
4166,p19014,4
4167,p19015,4
4168,p19016,4
4169,p19017,4
4170,p19018,4
4171,p19019,4
4172,p19020,4
4173,p19021,4
4174,p19022,4
4175,p19023,4
4176,p19024,4
4177,p19025,4
4178,p19026,4
4179,p19027,4
4180,p19028,4
4181,p19029,4
4182,p19030,4
4183,p19031,4
4184,p19032,4
4185,p19033,4
4186,p19034,4
4187,p19035,4
4188,p19036,4
4189,p19037,4
4190,p19038,4
4191,p19039,4
4192,p19040,4
4193,p19041,4
4194,p19042,4
4195,p19043,4
4196,p19044,4
4197,p19045,4
4198,p19046,4
4199,p19047,4
4200,p19048,4
4201,p19049,4
4202,p19050,4
4203,p19051,4
4204,p19052,4
4205,p19053,4
4206,p19054,4
4207,p19055,4
4208,p19056,4
4209,p19057,4
4210,p19058,4
4211,p19059,4
4212,p19060,4
4213,p19061,4
4214,p19066,4
4215,p19067,4
4216,p19069,4
4217,p19070,4
4218,p19072,4
4219,p19073,4
4220,p19074,4
4221,p19075,4
4222,p19076,4
4223,p19077,4
4224,p19078,4
4225,p19079,4
4226,p19080,4
4227,p19081,4
4228,p19082,4
4229,p19083,4
4230,p19084,4
4231,p19085,4
4232,p19086,4
4233,p19087,4
4234,p19088,4
4235,p19089,4
4236,p19090,4
4237,p19091,4
4238,p19092,4
4239,p19093,4
4240,p19094,4
4241,p19095,4
4242,p19096,4
4243,p19097,4
4244,p19098,4
4245,p19099,4
4246,p19100,4
4247,p19101,4
4248,p19102,4
4249,p19103,4
4250,p19104,4
4251,p19105,4
4252,p19106,4
4253,p19107,4
4254,p19108,4
4255,p19110,4
4256,p19111,4
4257,p19113,4
4258,p19114,4
4259,p19117,4
4260,p19119,4
4261,p19120,4
4262,p19121,4
4263,p19122,4
4264,p19123,4
4265,p19124,4
4266,p65150,6
4267,p65151,6
4268,p65152,6
4269,p65153,6
4270,p65154,6
4271,p19065,3
4272,p19068,3
4273,p19071,3
4274,p19109,3
4275,p19112,3
4276,p19115,3
4277,p19116,3
4278,p19118,3
4279,p75979,5
4280,p61946,4
4281,p62820,4
4282,p62821,4
4283,p62822,4
4284,p85583,3
4285,p99113,9
4286,p99114,10
4287,p99115,16
4288,p99117,7
4289,p99121,7
4290,p00059,18
4291,p63678,9
4292,p99700,4
4293,p31742,14
4294,p31743,14
4295,p31745,14
4296,p31896,4
4297,p62971,2
4298,p31738,12
4299,p31739,12
4300,p31740,12
4301,p31741,12
4302,p31746,7
4303,p31761,13
4304,p31762,13
4305,p31763,13
4306,p31764,13
4307,p31765,13
4308,p31766,13
4309,p31769,12
4310,p31770,12
4311,p31771,13
4312,p31772,13
4313,p31773,13
4314,p31774,13
4315,p31775,13
4316,p31780,13
4317,p31781,13
4318,p31782,13
4319,p31783,12
4320,p31784,7
4321,p53048,16
4322,p65225,35
4323,p00448,69
4324,p52161,1
4325,p52162,1
4326,p52163,1
4327,p52164,1
4328,p65185,1
4329,p65186,1
4330,p65187,1
4331,p65188,1
4332,p65189,1
4333,p65190,1
4334,p65191,1
4335,p65193,1
4336,p94164,3
4337,p99810,1
4338,p99944,1
4339,p83048,1
4340,p70326,9
4341,p70327,9
4342,p70328,9
4343,p70329,10
4344,p01123,11
4345,p00603,3
4346,p00921,16
4347,p00923,5
4348,p00939,5
4349,p30192,1
4350,p38710,1
4351,p38787,1
4352,p39348,1
4353,p39782,1
4354,p79190,2
4355,p79193,1
4356,p81403,1
4357,p82226,1
4358,p82618,1
4359,p90400,1
4360,p99218,1
4361,p69000,4
4362,p00070,7
4363,p81025,4
4364,p82381,6
4365,p00117,4
4366,p00193,3
4367,p82371,3
4368,p82076,3
4369,p99988,3
4370,p69173,2
4371,p51291,5
4372,p90626,5
4373,p90627,5
4374,p00005,12
4375,p69632,15
4376,p34485,2
4377,p52001,3
4378,p77147,10
4379,p77247,2
4380,p34794,2
4381,p34799,2
4382,p34804,2
4383,p34809,2
4384,p34814,2
4385,p34818,4
4386,p34819,2
4387,p34829,2
4388,p34833,4
4389,p34834,2
4390,p34838,4
4391,p34839,2
4392,p34844,2
4393,p34849,2
4394,p34854,2
4395,p34863,4
4396,p34864,2
4397,p34884,2
4398,p34888,4
4399,p34889,2
4400,p34893,4
4401,p34894,2
4402,p34899,2
4403,p34903,4
4404,p34904,2
4405,p34909,2
4406,p34919,2
4407,p34929,2
4408,p34933,4
4409,p34934,2
4410,p34939,2
4411,p34943,4
4412,p34944,2
4413,p34948,4
4414,p34949,2
4415,p34959,2
4416,p34963,4
4417,p34964,2
4418,p34969,2
4419,p34974,2
4420,p34983,4
4421,p34984,2
4422,p34994,2
4423,p34998,2
4424,p34999,2
4425,p35003,4
4426,p35004,2
4427,p35009,2
4428,p35013,4
4429,p35014,2
4430,p35024,2
4431,p50466,1
4432,p99805,9
4433,p34995,2
4434,p62600,1
4435,p69050,1
4436,p69065,4
4437,p69067,4
4438,p69069,4
4439,p69070,2
4440,p69071,4
4441,p69072,2
4442,p69073,4
4443,p51356,1
4444,p51357,1
4445,p51358,1
4446,p51359,1
4447,p51360,1
4448,p51361,1
4449,p51362,1
4450,p51363,1
4451,p51364,1
4452,p51365,1
4453,p51366,1
4454,p51367,1
4455,p51368,1
4456,p51369,1
4457,p51370,1
4458,p51371,1
4459,p51372,1
4460,p51373,1
4461,p51374,1
4462,p51375,1
4463,p51376,1
4464,p51377,1
4465,p51378,1
4466,p51379,1
4467,p51380,1
4468,p51381,1
4469,p51382,1
4470,p51383,1
4471,p51384,1
4472,p51385,1
4473,p51386,1
4474,p51387,1
4475,p51388,1
4476,p51389,1
4477,p51390,1
4478,p51391,1
4479,p51392,1
4480,p51393,1
4481,p51394,1
4482,p51395,1
4483,p51396,1
4484,p51397,1
4485,p51398,1
4486,p51399,1
4487,p51400,1
4488,p51401,1
4489,p51402,1
4490,p51403,1
4491,p00431,2
4492,p49231,1
4493,p00096,5
4494,p39491,16
4495,p39495,8
4496,p39499,8
4497,p39503,16
4498,p39514,8
4499,p31679,1
4500,p01140,6
4501,p90440,1
4502,p01128,5
4503,p85310,1
4504,p49414,1
4505,p00036,8
4506,p04000,1
4507,p90094,1
4508,p01129,1
4509,p04585,4
4510,p90475,4
4511,p29819,1
4512,p34262,10
4513,p34354,10
4514,p34359,10
4515,p34364,10
4516,p34369,10
4517,p39811,2
4518,p46347,1
4519,p62231,2
4520,p62233,2
4521,p62906,2
4522,p63694,2
4523,p63695,1
4524,p68787,1
4525,p68789,1
4526,p82695,6
4527,p38890,1
4528,p31902,1
4529,p31904,1
4530,p31906,1
4531,p80203,2
4532,p31677,36
4533,p70310,42
4534,p90758,24
4535,p99680,9
4536,p61209,6
4537,p52666,4
4538,p31505,1
4539,p99128,14
4540,p99129,7
4541,p99134,1
4542,p01429,5
4543,p01430,5
4544,p01432,5
4545,p01433,5
4546,p01435,5
4547,p01437,5
4548,p01438,5
4549,p61046,1
4550,p61047,1
4551,p85561,1
4552,p85562,1
4553,p00510,19
4554,p34531,24
4555,p50257,7
4556,p50258,7
4557,p50259,7
4558,p50260,7
4559,p50261,7
4560,p50262,7
4561,p50263,7
4562,p50264,7
4563,p50265,7
4564,p61698,7
4565,p61701,7
4566,p67838,7
4567,p67845,7
4568,p68279,7
4569,p22001,6
4570,p29867,5
4571,p49340,1
4572,p49940,6
4573,p49974,5
4574,p49976,5
4575,p49980,5
4576,p00718,8
4577,p04108,2
4578,p04110,2
4579,p04111,2
4580,p04112,2
4581,p13501,4
4582,p22012,4
4583,p22450,2
4584,p22501,2
4585,p22505,2
4586,p22612,3
4587,p26501,2
4588,p26507,3
4589,p26631,3
4590,p28014,3
4591,p28016,3
4592,p29865,4
4593,p49475,4
4594,p49939,3
4595,p49941,3
4596,p49942,2
4597,p49962,8
4598,p49963,2
4599,p49979,2
4600,p50420,2
4601,p50421,2
4602,p50422,2
4603,p50423,2
4604,p61949,2
4605,p61950,2
4606,p62164,2
4607,p63030,2
4608,p69040,4
4609,p69299,1
4610,p75962,2
4611,p99603,4
4612,p99604,4
4613,p13505,2
4614,p00722,19
4615,p11501,2
4616,p63025,3
4617,p63021,1
4618,p34873,2
4619,p34878,2
4620,p34923,2
4621,p34978,2
4622,p35018,2
4623,p80204,1
4624,p09507,12
4625,p26629,1
4626,p29825,1
4627,p29835,1
4628,p65196,1
4629,p65197,1
4630,p75977,12
4631,p34858,1
4632,p34913,1
4633,p00056,1
4634,p62648,9
4635,p07017,1
4636,p07019,1
4637,p00058,1
4638,p00430,2
4639,p00022,16
4640,p51410,19
4641,p51415,16
4642,p51418,19
4643,p51442,19
4644,p51448,18
4645,p51488,19
4646,p51496,19
4647,p51507,10
4648,p51518,19
4649,p51536,10
4650,p51590,19
4651,p51595,10
4652,p51616,16
4653,p53566,15
4654,p91135,18
4655,p51546,7
4656,p51606,13
4657,p51634,7
4658,p51573,5
4659,p19501,2
4660,p22706,1
4661,p69519,1
4662,p94281,3
4663,p51608,7
4664,p38760,6
4665,p39770,7
4666,p77133,6
4667,p77134,6
4668,p77166,6
4669,p77272,6
4670,p77337,6
4671,p77345,6
4672,p77936,6
4673,p78942,6
4674,p81569,6
4675,p01210,5
4676,p46002,7
4677,p52296,7
4678,p52298,7
4679,p52300,7
4680,p52301,7
4681,p52303,7
4682,p61213,7
4683,p61215,7
4684,p70293,7
4685,p30284,1
4686,p30286,1
4687,p30288,1
4688,p30290,1
4689,p30298,1
4690,p30302,1
4691,p30306,1
4692,p30310,1
4693,p30313,1
4694,p30326,1
4695,p30328,1
4696,p35030,3
4697,p35032,3
4698,p35033,3
4699,p35035,3
4700,p35036,3
4701,p35044,3
4702,p35051,3
4703,p04096,5
4704,p63768,1
4705,p63769,1
4706,p63770,1
4707,p63771,1
4708,p63772,1
4709,p63774,1
4710,p63775,1
4711,p63776,1
4712,p72222,5
4713,p00349,1
4714,p52886,1
4715,p52887,1
4716,p00415,2
4717,p09510,6
4718,p99118,4
4719,p00049,1
4720,p71850,12
4721,p31928,2
4722,p31930,2
4723,p31931,2
4724,p31932,2
4725,p51404,1
4726,p51405,1
4727,p51406,1
4728,p51407,1
4729,p51408,1
4730,p51409,1
4731,p51411,1
4732,p51412,1
4733,p51413,1
4734,p51414,1
4735,p51416,1
4736,p51417,1
4737,p51419,1
4738,p51420,1
4739,p51421,1
4740,p51422,1
4741,p51423,1
4742,p51426,1
4743,p51428,1
4744,p51429,1
