,datetime,00060_Mean,00060_Mean_cd,site_no
387,1971-01-23 00:00:00+00:00,70500.0,A,11447650
388,1971-01-24 00:00:00+00:00,69200.0,A,11447650
389,1971-01-25 00:00:00+00:00,68100.0,A,11447650
390,1971-01-26 00:00:00+00:00,66400.0,A,11447650
391,1971-01-27 00:00:00+00:00,64400.0,A,11447650
392,1971-01-28 00:00:00+00:00,62800.0,A,11447650
393,1971-01-29 00:00:00+00:00,61300.0,A,11447650
394,1971-01-30 00:00:00+00:00,58400.0,A,11447650
395,1971-01-31 00:00:00+00:00,54800.0,A,11447650
396,1971-02-01 00:00:00+00:00,50600.0,A,11447650
397,1971-02-02 00:00:00+00:00,46900.0,A,11447650
398,1971-02-03 00:00:00+00:00,44500.0,A,11447650
399,1971-02-04 00:00:00+00:00,42700.0,A,11447650
400,1971-02-05 00:00:00+00:00,40800.0,A,11447650
401,1971-02-06 00:00:00+00:00,39400.0,A,11447650
402,1971-02-07 00:00:00+00:00,38100.0,A,11447650
403,1971-02-08 00:00:00+00:00,36400.0,A,11447650
404,1971-02-09 00:00:00+00:00,34700.0,A,11447650
405,1971-02-10 00:00:00+00:00,33400.0,A,11447650
406,1971-02-11 00:00:00+00:00,32500.0,A,11447650
407,1971-02-12 00:00:00+00:00,32000.0,A,11447650
408,1971-02-13 00:00:00+00:00,31400.0,A,11447650
409,1971-02-14 00:00:00+00:00,30500.0,A,11447650
410,1971-02-15 00:00:00+00:00,29800.0,A,11447650
411,1971-02-16 00:00:00+00:00,29000.0,A,11447650
412,1971-02-17 00:00:00+00:00,28200.0,A,11447650
413,1971-02-18 00:00:00+00:00,27600.0,A,11447650
414,1971-02-19 00:00:00+00:00,26600.0,A,11447650
415,1971-02-20 00:00:00+00:00,26100.0,A,11447650
416,1971-02-21 00:00:00+00:00,24800.0,A,11447650
417,1971-02-22 00:00:00+00:00,23600.0,A,11447650
418,1971-02-23 00:00:00+00:00,22400.0,A,11447650
419,1971-02-24 00:00:00+00:00,21500.0,A,11447650
420,1971-02-25 00:00:00+00:00,20800.0,A,11447650
421,1971-02-26 00:00:00+00:00,20200.0,A,11447650
422,1971-02-27 00:00:00+00:00,19700.0,A,11447650
423,1971-02-28 00:00:00+00:00,19300.0,A,11447650
424,1971-03-01 00:00:00+00:00,19000.0,A,11447650
425,1971-03-02 00:00:00+00:00,18500.0,A,11447650
426,1971-03-03 00:00:00+00:00,17800.0,A,11447650
427,1971-03-04 00:00:00+00:00,17000.0,A,11447650
428,1971-03-05 00:00:00+00:00,17000.0,A,11447650
429,1971-03-06 00:00:00+00:00,16700.0,A,11447650
430,1971-03-07 00:00:00+00:00,16400.0,A,11447650
431,1971-03-08 00:00:00+00:00,16400.0,A,11447650
432,1971-03-09 00:00:00+00:00,16300.0,A,11447650
433,1971-03-10 00:00:00+00:00,16700.0,A,11447650
434,1971-03-11 00:00:00+00:00,17500.0,A,11447650
435,1971-03-12 00:00:00+00:00,18500.0,A,11447650
436,1971-03-13 00:00:00+00:00,22000.0,A,11447650
437,1971-03-14 00:00:00+00:00,30600.0,A,11447650
438,1971-03-15 00:00:00+00:00,36400.0,A,11447650
439,1971-03-16 00:00:00+00:00,36200.0,A,11447650
440,1971-03-17 00:00:00+00:00,35400.0,A,11447650
441,1971-03-18 00:00:00+00:00,34400.0,A,11447650
442,1971-03-19 00:00:00+00:00,32600.0,A,11447650
443,1971-03-20 00:00:00+00:00,30900.0,A,11447650
444,1971-03-21 00:00:00+00:00,29500.0,A,11447650
445,1971-03-22 00:00:00+00:00,28400.0,A,11447650
446,1971-03-23 00:00:00+00:00,28000.0,A,11447650
447,1971-03-24 00:00:00+00:00,27800.0,A,11447650
448,1971-03-25 00:00:00+00:00,30100.0,A,11447650
449,1971-03-26 00:00:00+00:00,36100.0,A,11447650
450,1971-03-27 00:00:00+00:00,49700.0,A,11447650
451,1971-03-28 00:00:00+00:00,58700.0,A,11447650
452,1971-03-29 00:00:00+00:00,62700.0,A,11447650
453,1971-03-30 00:00:00+00:00,63300.0,A,11447650
454,1971-03-31 00:00:00+00:00,64300.0,A,11447650
455,1971-04-01 00:00:00+00:00,62600.0,A,11447650
456,1971-04-02 00:00:00+00:00,59500.0,A,11447650
457,1971-04-03 00:00:00+00:00,56400.0,A,11447650
458,1971-04-04 00:00:00+00:00,53500.0,A,11447650
459,1971-04-05 00:00:00+00:00,49500.0,A,11447650
460,1971-04-06 00:00:00+00:00,46000.0,A,11447650
461,1971-04-07 00:00:00+00:00,44100.0,A,11447650
462,1971-04-08 00:00:00+00:00,43100.0,A,11447650
463,1971-04-09 00:00:00+00:00,42700.0,A,11447650
