,dataset_ID,analyze_start,analyze_end,analyze_range,quantile,site_no,valid,threshold,hmf_years,annual_hmf,six_mo_hmf,three_mo_hmf,duration,inter_annual,intra_annual,CoM,jan_hmf,feb_hmf,mar_hmf,apr_hmf,may_hmf,jun_hmf,jul_hmf,aug_hmf,sep_hmf,oct_hmf,nov_hmf,dec_hmf,mk_trend,mk_h,mk_p,mk_z,mk_tau,mk_s,mk_var_s,mk_slope,mk_int,dec_lat_va,dec_long_va,data_start,data_end,total_record,State,HCDN_2009
15,47.5,1970-10-01,2020-09-30,50.0,0.95,11355500,False,223.0,17.0,0.0034539890064564705,0.0009746005646551342,0.0003877102659747388,30.41176470588235,34.0,3.9411764705882355,231.0,0.0007584384193343999,0.00091094162838336,0.0006197991383808001,0.00015963905439216,0.0007900691460393601,0.0019677995316527263,0.00127894736679696,0.0,0.0,0.0001957260436992,0.00249306048161856,0.00039573359460432,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.68911110,-121.42280560,1926-07-07,2020-09-30,94.2,CA,False
16,27.0,1990-10-01,2020-09-30,30.0,0.9,11370500,True,14800.0,22.0,1.2520906397780074,1.1911264254848815,0.6491432172050967,48.09090909090909,73.33333333333333,5.590909090909091,231.0,0.547788264803136,0.8502828653402495,0.6908376550105993,0.367689722405544,0.129423846396096,0.014085284930496,0.015151292847072001,0.0037048143985920004,0.0,0.0,0.00122328777312,0.1696455483762816,no trend,False,0.1299049840421631,-1.5144766799985399,-0.19540229885057472,-85.0,3076.3333333333335,-6.302996913788235e-07,2.149681738123294e-05,40.60098350,-122.44445530,1938-10-01,2020-09-30,82.0,CA,False
17,28.5,1990-10-01,2020-09-30,30.0,0.95,11370500,True,19600.0,16.0,1.250597672654904,1.2221103586383721,0.677670844114152,34.125,53.333333333333336,2.6875,175.0,0.612500188001184,0.743269650947712,0.523077851786112,0.238877519896008,0.11113569418795201,0.005627123756352,0.0,0.0,0.0,0.0,0.0,0.15943517309664001,no trend,False,0.19287584940313707,-1.3021185892662852,-0.16091954022988506,-70.0,2808.0,0.0,1.7244959579400001e-06,40.60098350,-122.44445530,1938-10-01,2020-09-30,82.0,CA,False
18,45.0,1970-10-01,2020-09-30,50.0,0.9,11370500,True,14800.0,37.0,1.3363724622870174,1.2877517325802534,0.7305672952062876,48.32432432432432,74.0,5.513513513513513,218.0,0.5040953038714617,0.7453041716651116,0.6647123343175331,0.415408139622,0.10840368482798401,0.01437363133416,0.0115233708227904,0.003425205764736,0.0,0.0,0.2014510304774016,0.390962772289152,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.60098350,-122.44445530,1938-10-01,2020-09-30,82.0,CA,False
19,47.5,1970-10-01,2020-09-30,50.0,0.95,11370500,True,20100.0,26.0,1.3381827247338092,1.3185348411163127,0.752811295578048,35.07692307692308,52.0,2.8461538461538463,163.0,0.4651316509640123,0.728834855224896,0.5393965106795328,0.33028769874240005,0.10153288516896,0.0015902741050560002,0.0,0.0,0.0,0.0,0.309002491490112,0.324232424265456,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.60098350,-122.44445530,1938-10-01,2020-09-30,82.0,CA,False
20,27.0,1990-10-01,2020-09-30,30.0,0.9,11372000,True,362.0,30.0,0.031449668464178494,0.027994614477778366,0.019775914797812544,36.5,100.0,7.5,174.0,0.011681052616745569,0.011123515280254915,0.007928684097487593,0.0037837010403644613,0.00409504319821728,0.0030623597914167136,0.0,0.0,0.0,0.00217011250951488,0.0006005401975424493,0.005190777007680096,no trend,False,0.802761791874143,0.24977443404902208,0.034482758620689655,15.0,3141.6666666666665,4.1661160560250004e-09,5.096943897854375e-07,40.51320587,-122.52417950,1940-10-01,2020-09-30,80.0,CA,False
21,28.5,1990-10-01,2020-09-30,30.0,0.95,11372000,True,511.0,29.0,0.022831189903489656,0.020657449712992416,0.01539292532552799,18.82758620689655,96.66666666666667,6.0,177.0,0.012145779641753857,0.01013036796704175,0.0053914369787308805,0.003404298664613586,0.0039583145762616965,0.0025457977767264,0.0,0.0,0.0,0.00027156988563264,0.00033395756206176,0.004782076562680704,no trend,False,0.617392769071009,0.49954886809804416,0.06666666666666667,29.0,3141.6666666666665,3.677650452175002e-09,2.849046426571625e-07,40.51320587,-122.52417950,1940-10-01,2020-09-30,80.0,CA,False
22,45.0,1970-10-01,2020-09-30,50.0,0.9,11372000,True,322.0,48.0,0.038346096002049364,0.03539741179526748,0.02048150718534816,37.875,96.0,7.3125,166.0,0.011997624201331861,0.011715327817675123,0.014413371655870548,0.00689100244194371,0.00480398700590592,0.003563343184039089,0.0,0.0,0.0,0.00218540360667888,0.001553330814307776,0.005345846490326214,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51320587,-122.52417950,1940-10-01,2020-09-30,80.0,CA,False
23,47.5,1970-10-01,2020-09-30,50.0,0.95,11372000,True,475.9500000000007,47.0,0.028975715564060048,0.02713315006812779,0.015642737741233183,19.4468085106383,94.0,5.617021276595745,164.0,0.012979710872617223,0.01130208228286668,0.01277896822085134,0.006960735776103774,0.004524809734087614,0.002627622136661753,0.0,0.0,0.0,0.0007509151995296969,0.0008195524373173857,0.004735432068027381,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51320587,-122.52417950,1940-10-01,2020-09-30,80.0,CA,False
24,27.0,1990-10-01,2020-09-30,30.0,0.9,11374000,True,1630.0,30.0,0.20458590927731712,0.19625450401718783,0.1445192175163968,36.333333333333336,100.0,9.1,155.0,0.07648952513194769,0.05581128136082688,0.046532847483007206,0.01872016594275638,0.0279154269825984,0.0079595257771008,0.0,0.0,0.0,0.0009133882039296,0.0099483878148984,0.0492098088931848,no trend,False,0.6946868300138667,-0.3925026820770347,-0.052873563218390804,-23.0,3141.6666666666665,-2.3345666863555545e-08,3.904877414558556e-06,40.50487467,-122.23305770,1949-10-01,2020-09-30,71.0,CA,False
25,28.5,1990-10-01,2020-09-30,30.0,0.95,11374000,True,2990.0,30.0,0.11931133413830401,0.11495398309045056,0.08886614804089345,18.2,100.0,7.766666666666667,149.0,0.062009816428089594,0.03585828767989148,0.02671215664576582,0.0184118401940928,0.018153590553100802,0.0018226987819488,0.0,0.0,0.0,0.0,0.004876840588838399,0.038161427835983495,no trend,False,0.5924901808547871,-0.5352309301050473,-0.07126436781609195,-31.0,3141.6666666666665,-2.1656231812782587e-08,2.6396779725433475e-06,40.50487467,-122.23305770,1949-10-01,2020-09-30,71.0,CA,False
26,45.0,1970-10-01,2020-09-30,50.0,0.9,11374000,True,1620.0,49.0,0.2171540510752073,0.21156087979582355,0.14682748664910444,37.183673469387756,98.0,9.285714285714286,152.0,0.06930353385445392,0.06104205987868801,0.05584859163790704,0.018557728587776,0.022052542309972365,0.0061531374987936005,0.0,0.0,0.0,0.0009821253264192,0.024274107044611203,0.05078777170462671,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.50487467,-122.23305770,1949-10-01,2020-09-30,71.0,CA,False
27,47.5,1970-10-01,2020-09-30,50.0,0.95,11374000,True,3040.0,49.0,0.12646348998514562,0.12368837429412481,0.08971842178628023,18.571428571428573,98.0,8.0,147.0,0.052614719201684944,0.03817687989206501,0.0329097472800986,0.017411462637408,0.0165724911063432,0.0017003700046368002,0.0,0.0,0.0,0.0,0.015861964791456,0.03900630638624702,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.50487467,-122.23305770,1949-10-01,2020-09-30,71.0,CA,False
28,27.0,1990-10-01,2020-09-30,30.0,0.9,11376000,True,2120.0,30.0,0.2780932715640979,0.2715829340355533,0.19692405019167553,36.43333333333333,100.0,5.6,150.0,0.128091821932032,0.11523704446728524,0.0832791015220608,0.03868647582492,0.0228125694147264,0.0178110699766272,0.0,0.0,0.0,0.0,0.0066669183635039994,0.06275610192314203,no trend,False,0.2763849654668338,-1.0884761372773422,-0.1425287356321839,-62.0,3140.6666666666665,-9.748861021122223e-08,6.201538855423723e-06,40.38709797,-122.23861190,1940-10-01,2020-09-30,80.0,CA,False
29,28.5,1990-10-01,2020-09-30,30.0,0.95,11376000,True,3690.0,27.0,0.1998362906168832,0.1967200782822464,0.1509663971502848,20.22222222222222,90.0,4.962962962962963,149.0,0.10771130394839808,0.0967335194724192,0.05140989195314112,0.021872385383385602,0.0187835837562576,0.0090033980101632,0.0,0.0,0.0,0.0,0.005150041524835201,0.055324601025244065,no trend,False,0.5089306452154796,-0.6605036994824143,-0.08735632183908046,-38.0,3138.0,-4.2320814373090914e-08,3.969198130509819e-06,40.38709797,-122.23861190,1940-10-01,2020-09-30,80.0,CA,False
30,45.0,1970-10-01,2020-09-30,50.0,0.9,11376000,True,2080.0,49.0,0.29005850724523613,0.2852077967489664,0.19742466614987522,37.183673469387756,98.0,5.8979591836734695,148.0,0.118903571547264,0.10827022523399767,0.09667049102620416,0.0389644339911456,0.022299176895340802,0.018496111129574402,0.0,0.0,0.0,0.0,0.0180455334664752,0.06423779373012149,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.38709797,-122.23861190,1940-10-01,2020-09-30,80.0,CA,False
31,47.5,1970-10-01,2020-09-30,50.0,0.95,11376000,True,3580.0,43.0,0.22028283453076242,0.21804108856513787,0.1585625611518144,21.232558139534884,86.0,5.372093023255814,145.0,0.1031612171158464,0.09635120689137171,0.06585069290684335,0.0253771048533744,0.01731686171628672,0.0098107679404224,0.0,0.0,0.0,0.0,0.008886506067398402,0.0516105111479328,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.38709797,-122.23861190,1940-10-01,2020-09-30,80.0,CA,False
32,27.0,1990-10-01,2020-09-30,30.0,0.9,11376550,True,872.0,29.0,0.05016154787184066,0.04303568568173164,0.029165458357379024,37.3448275862069,96.66666666666667,7.793103448275862,162.0,0.015549455541682944,0.014925890159733994,0.013062395608509372,0.010222491653775362,0.014654742864422976,0.011680440972859009,0.0017003700046368,0.0,0.0,0.0,0.0018226987819488,0.012143505765657939,no trend,False,0.7752944295177846,0.28545649605602524,0.03908045977011494,17.0,3141.6666666666665,7.214261226092307e-09,6.279075584937616e-07,40.39820996,-122.14638690,1961-10-01,2020-09-30,59.0,CA,False
33,28.5,1990-10-01,2020-09-30,30.0,0.95,11376550,True,1140.0,27.0,0.0350530846039808,0.0313487879991552,0.02258551684816,20.037037037037038,90.0,6.777777777777778,154.0,0.01505785696192512,0.0129084044236896,0.0085575775772928,0.00765288830863872,0.008263988511744,0.008546703908198401,0.0,0.0,0.0,0.0,0.0020143471997376,0.0094743638028144,no trend,False,0.734584455364641,0.33903355095523774,0.04597701149425287,20.0,3140.6666666666665,5.258842940000003e-09,3.7525889640699997e-07,40.39820996,-122.14638690,1961-10-01,2020-09-30,59.0,CA,False
34,45.0,1970-10-01,2020-09-30,50.0,0.9,11376550,True,877.0,48.0,0.051804096438029044,0.04673932826504509,0.0296881748471448,37.770833333333336,96.0,8.125,158.0,0.015414684180164352,0.014815917824574719,0.014341406439108096,0.010280388116523168,0.008708907574676312,0.009258759332802001,0.0008355055490409601,0.0,0.00034986030311232003,0.00051622744025664,0.00693114852249792,0.011359529182984133,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39820996,-122.14638690,1961-10-01,2020-09-30,59.0,CA,False
35,47.5,1970-10-01,2020-09-30,50.0,0.95,11376550,True,1160.0,45.0,0.035737944529109764,0.03344849350128384,0.0224622819317568,19.8,90.0,6.5777777777777775,148.0,0.015158417490146216,0.012687603324104606,0.009547575722569309,0.0063580382007912,0.007518326653595519,0.006844295090606401,0.0,0.0,0.0,0.0004648493537856,0.005967762351636185,0.009567051376393108,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.39820996,-122.14638690,1961-10-01,2020-09-30,59.0,CA,False
36,27.0,1990-10-01,2020-09-30,30.0,0.9,11377100,True,17600.0,28.0,1.847741230218528,1.76708287712088,1.060144873034832,39.07142857142857,93.33333333333333,5.25,161.0,0.6001321047792708,0.7392450341741472,0.7707099272058038,0.5048263982111616,0.267969924471744,0.095477610692016,0.000733972663872,0.0,0.0,0.0,0.051255757693728005,0.218540360667888,no trend,False,0.3263891619997066,-0.9814129106598988,-0.12873563218390804,-56.0,3140.6666666666665,-3.6170052057066637e-07,2.094210146098466e-05,40.28848836,-122.18666450,1900-10-01,2020-09-30,120.0,CA,False
37,28.5,1990-10-01,2020-09-30,30.0,0.95,11377100,True,31914.999999999964,22.0,1.143460461365366,1.1230699223071463,0.6982543290165879,24.90909090909091,73.33333333333333,3.727272727272727,153.0,0.42999694413881734,0.6624357358905381,0.5786819270179854,0.2008285129217478,0.1121479648202093,0.0,0.0,0.0,0.0,0.0,0.015621384862742489,0.11599703979833116,no trend,False,0.38681091612885465,-0.8654152457134514,-0.11264367816091954,-49.0,3076.3333333333335,-1.33797100185e-07,7.3570707072625e-06,40.28848836,-122.18666450,1900-10-01,2020-09-30,120.0,CA,False
38,45.0,1970-10-01,2020-09-30,50.0,0.9,11377100,True,18600.0,46.0,1.9153176223014596,1.8630247293218256,1.1224569487599612,39.54347826086956,92.0,5.195652173913044,153.0,0.6098986626703488,0.6803087768191872,0.7424096425738822,0.54104270651136,0.20876629136065922,0.07945254086414401,0.0,0.0,0.0,0.0,0.1992001809748608,0.34018759193486403,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.28848836,-122.18666450,1900-10-01,2020-09-30,120.0,CA,False
39,47.5,1970-10-01,2020-09-30,50.0,0.95,11377100,True,32300.0,33.0,1.3700378227026502,1.3570783861728697,0.8321767235250153,27.636363636363637,66.0,4.090909090909091,149.0,0.4206664235800931,0.6492989083762212,0.643752278014464,0.265901985617184,0.0855322810965504,0.0,0.0,0.0,0.0,0.0,0.1224266403338496,0.24516216083041198,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.28848836,-122.18666450,1900-10-01,2020-09-30,120.0,CA,False
40,27.0,1990-10-01,2020-09-30,30.0,0.9,11379500,True,246.0,30.0,0.034494676389028804,0.03291108959046586,0.023332093906790592,36.5,100.0,6.533333333333333,153.0,0.014396873801849279,0.013361082681954765,0.01007884271813184,0.00518901197817888,0.00578300556972672,0.0023421883229337603,0.0,0.0,0.0,0.0,0.00051133428916416,0.008639721751025054,no trend,False,0.18675613776082578,-1.3202362942591168,-0.1724137931034483,-75.0,3141.6666666666665,-1.362911609047692e-08,6.869089757133154e-07,40.02376507,-122.51194620,1948-10-01,2020-09-30,72.0,CA,False
41,28.5,1990-10-01,2020-09-30,30.0,0.95,11379500,True,400.0,27.0,0.027560764142302723,0.026536645741428482,0.01999749298978368,20.22222222222222,90.0,5.888888888888889,145.0,0.013421424131563392,0.011630376311154898,0.007171427994565491,0.0043057011196550405,0.0050502212425486085,0.00120004530543072,0.0,0.0,0.0,0.0,0.0007743411603849601,0.00904875375682811,no trend,False,0.24590863980751498,-1.1603443369285655,-0.15172413793103448,-66.0,3138.0,-1.0264856892500002e-08,5.2529874206495e-07,40.02376507,-122.51194620,1948-10-01,2020-09-30,72.0,CA,False
42,45.0,1970-10-01,2020-09-30,50.0,0.9,11379500,True,236.0,48.0,0.03718040469491376,0.0359312749675866,0.02455225210202436,38.020833333333336,96.0,6.666666666666667,153.0,0.013074427761002259,0.01408633346287296,0.01197109414775232,0.004358627522051478,0.004753251454426822,0.00187835837562576,0.0,0.0,0.0,0.0001590274105056,0.0027805331083017603,0.008308823649053065,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.02376507,-122.51194620,1948-10-01,2020-09-30,72.0,CA,False
43,47.5,1970-10-01,2020-09-30,50.0,0.95,11379500,True,400.0,44.0,0.02884418042234492,0.028180936033355128,0.020382087251787317,20.704545454545453,88.0,5.795454545454546,146.0,0.013863373538236185,0.01193344845305695,0.00851844086360694,0.00340807973591232,0.00382609464352704,0.00120004530543072,0.0,0.0,0.0,0.0,0.00285576530634864,0.007211623943118874,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.02376507,-122.51194620,1948-10-01,2020-09-30,72.0,CA,False
44,27.0,1990-10-01,2020-09-30,30.0,0.9,11381500,True,608.3000000000011,30.0,0.046600674712400696,0.04266459950785435,0.02990074148585391,36.53333333333333,100.0,8.333333333333334,164.0,0.016761929450888544,0.013310881466013258,0.011876945472413808,0.007398754351398925,0.00725776635792092,0.003248128063533664,0.0007158680048298027,0.0,0.0,0.000520019632353308,0.0017736041659875805,0.01345438851787061,no trend,False,0.9431079616717606,-0.07136412401400631,-0.011494252873563218,-5.0,3141.6666666666665,-1.3434770553555593e-09,6.468259953023557e-07,40.05460220,-122.02415410,1928-10-01,2020-09-30,92.0,CA,False
45,28.5,1990-10-01,2020-09-30,30.0,0.95,11381500,True,828.4499999999989,30.0,0.03246804738004912,0.03121712961376025,0.023144037877428882,18.266666666666666,100.0,6.7,151.0,0.014597092030093121,0.01138099235887698,0.00945188106121581,0.006168482964303089,0.003104548677007447,0.001125832513861449,0.0,0.0,0.0,0.0,0.0023635550827042595,0.011330757366869483,no trend,False,0.9715358738879936,-0.035682062007003156,-0.006896551724137931,-3.0,3141.6666666666665,-4.2475269899999596e-10,5.413189980289e-07,40.05460220,-122.02415410,1928-10-01,2020-09-30,92.0,CA,False
46,45.0,1970-10-01,2020-09-30,50.0,0.9,11381500,True,597.0,49.0,0.04892022671921939,0.0453193168861728,0.029391860429584457,37.224489795918366,98.0,8.285714285714286,162.0,0.015628444980747266,0.014028267440159689,0.012924679158682863,0.00687732386048064,0.006049647353187648,0.00348497211022272,0.00059614890810048,0.0,0.0,0.00081226308135168,0.00819556934698908,0.012069667465728249,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.05460220,-122.02415410,1928-10-01,2020-09-30,92.0,CA,False
47,47.5,1970-10-01,2020-09-30,50.0,0.95,11381500,True,826.0,49.0,0.0341227386542016,0.03317441601441107,0.02248338017847415,18.591836734693878,98.0,6.6938775510204085,147.0,0.01335386806429284,0.011437740678672,0.01039490638675043,0.00565211377800288,0.0028584740149891204,0.0009737370674035202,0.0,0.0,0.0,0.00052682926762368,0.009245386573282211,0.0101956667004648,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.05460220,-122.02415410,1928-10-01,2020-09-30,92.0,CA,False
48,27.0,1990-10-01,2020-09-30,30.0,0.9,11383500,True,709.3000000000011,30.0,0.07021836553795571,0.06652822826256921,0.0431378079947563,36.53333333333333,100.0,6.366666666666666,158.0,0.02736365623648941,0.022098374502863265,0.02113395327954065,0.017219713847289056,0.008775071347310322,0.005403262093871,0.0,0.0,0.0,0.0,0.004303118623245116,0.017254459648236724,no trend,False,0.6685166224807093,-0.4281847440840379,-0.05747126436781609,-25.0,3141.6666666666665,-8.667884388558621e-09,9.255786063909e-07,40.01404745,-121.94831810,1911-10-01,2020-09-30,109.0,CA,False
